date,temp,rain,wind_speed,humidity,sun_hour,sun_power,snow,cloud,solar_power
2015-01-01 1:00,-4.4,0,5.4,47,0,0,0.5,6,0
2015-01-01 2:00,-4.6,0,4.9,50,0,0,0.5,0,0
2015-01-01 3:00,-4.7,0,6.2,50,0,0,0.5,6,0
2015-01-01 4:00,-5,0,5,56,0,0,0.5,6,0
2015-01-01 5:00,-5,0,5.5,52,0,0,0.5,6,0
2015-01-01 6:00,-5.3,0,4,58,0,0,0.5,6,0
2015-01-01 7:00,-5.7,0,5,58,0,0,0.4,6,0
2015-01-01 8:00,-5.7,0,4.6,56,0,0,0.4,3,0
2015-01-01 9:00,-5.4,0,6.7,57,0,0.14,0.4,6,20
2015-01-01 10:00,-5,0,6.5,59,0.6,0.48,0.4,6,131
2015-01-01 11:00,-4.7,0,6.4,60,0.9,0.81,0.4,7,187
2015-01-01 12:00,-5,0,6,62,0.5,0.85,0.4,8,295
2015-01-01 13:00,-4.4,0,5.7,58,0.8,1.12,0.2,8,347
2015-01-01 14:00,-4.2,0,5.9,62,0.1,0.6,0,8,232
2015-01-01 15:00,-3.6,0,6.2,61,0.2,0.65,0,8,145
2015-01-01 16:00,-3.9,0,5.2,61,0.3,0.38,0,6,156
2015-01-01 17:00,-4.3,0,5,62,0.4,0.23,0,6,70
2015-01-01 18:00,-4.2,0,2.8,64,0,0.01,0,8,0
2015-01-01 19:00,-3.9,0,3.4,65,0,0,0,0,0
2015-01-01 20:00,-3.7,0,3.2,65,0,0,0,0,0
2015-01-01 21:00,-3.7,0,3.6,66,0,0,0,8,0
2015-01-01 22:00,-3.8,0,2.2,67,0,0,0,8,0
2015-01-01 23:00,-4,0,2.3,73,0,0,0,8,0
2015-01-02 0:00,-4.1,0,1.3,74,0,0,0,8,0
2015-01-02 1:00,-4.4,0,0.4,76,0,0,0,8,0
2015-01-02 2:00,-4.4,0,0.7,79,0,0,0,8,0
2015-01-02 3:00,-4.6,0,0.4,82,0,0,0,8,0
2015-01-02 4:00,-5,0,0.5,87,0,0,0,8,0
2015-01-02 5:00,-5.2,0,0.5,89,0,0,0,8,0
2015-01-02 6:00,-5.7,0.1,0.5,91,0,0,0.5,8,0
2015-01-02 7:00,-7.2,0,0.2,92,0,0,0.5,4,0
2015-01-02 8:00,-6.1,0,0,92,0,0,0.5,8,0
2015-01-02 9:00,-5.3,0,0.1,90,0,0.06,0.5,0,9
2015-01-02 10:00,-4.2,0,1.9,79,0,0.21,0.5,0,93
2015-01-02 11:00,-3.5,0,2.7,59,0.2,0.4,0.5,8,208
2015-01-02 12:00,-2.7,0,4.7,47,0.9,1.08,0,8,392
2015-01-02 13:00,-1.3,0,4.1,44,0,1.3,0,2,393
2015-01-02 14:00,-0.8,0,5.2,42,0,1.51,0,0,472
2015-01-02 15:00,-1.1,0,6.2,45,0,1.25,0,0,381
2015-01-02 16:00,-1.3,0,5.1,43,0,0.87,0,0,219
2015-01-02 17:00,-1.7,0,2.5,49,0,0.38,0,0,61
2015-01-02 18:00,-3.2,0,0.7,55,0.2,0.02,0,0,0
2015-01-02 19:00,-2.8,0,1.8,57,0,0,0,0,0
2015-01-02 20:00,-3.4,0,1.5,54,0,0,0,0,0
2015-01-02 21:00,-5.1,0,0,64,0,0,0,0,0
2015-01-02 22:00,-4.4,0,0.9,68,0,0,0,0,0
2015-01-02 23:00,-4.5,0,1.5,72,0,0,0,0,0
2015-01-03 0:00,-6.5,0,1,80,0,0,0,0,0
2015-01-03 1:00,-7.7,0,0.7,81,0,0,0,0,0
2015-01-03 2:00,-8.2,0,0.4,85,0,0,0,0,0
2015-01-03 3:00,-9,0,0.1,87,0,0,0,0,0
2015-01-03 4:00,-8.7,0,0.2,90,0,0,0,0,0
2015-01-03 5:00,-9.5,0,0.1,90,0,0,0,0,0
2015-01-03 6:00,-9.6,0,0.1,90,0,0,0,0,0
2015-01-03 7:00,-8.6,0,0.1,90,0,0,0,6,0
2015-01-03 8:00,-7.6,0,0.3,86,0,0,0,7,0
2015-01-03 9:00,-5.6,0,0.2,84,0,0.1,0,7,20
2015-01-03 10:00,-3.8,0,0.4,76,0,0.3,0,7,120
2015-01-03 11:00,-0.9,0,1.1,71,0.8,1.08,0,5,275
2015-01-03 12:00,0.9,0,1.3,67,0,1.4,0,3,429
2015-01-03 13:00,1.6,0,2.3,65,0,1.46,0,3,481
2015-01-03 14:00,1.7,0,2.4,66,0.9,1.02,0,4,358
2015-01-03 15:00,3,0,2.5,65,0,0.95,0,4,240
2015-01-03 16:00,2.1,0,3,67,0,0.66,0,3,214
2015-01-03 17:00,1.4,0,2.5,74,0.3,0.21,0,5,50
2015-01-03 18:00,1.2,0,2.3,77,0,0.01,0,6,0
2015-01-03 19:00,0.5,0,0.7,85,0,0,0,0,0
2015-01-03 20:00,0.8,0,0.9,79,0,0,0,0,0
2015-01-03 21:00,1.3,0,1.9,78,0,0,0,8,0
2015-01-03 22:00,1.4,0,2.7,77,0,0,0,0,0
2015-01-03 23:00,1,0,1.8,79,0,0,0,0,0
2015-01-04 0:00,1,0,1.5,83,0,0,0,8,0
2015-01-04 1:00,0.2,0,0.6,87,0,0,0,0,0
2015-01-04 2:00,-1.5,0,0.6,92,0,0,0,0,0
2015-01-04 3:00,-1.8,0,0.3,93,0,0,0,3,0
2015-01-04 4:00,-1.9,0,0.3,93,0,0,0,8,0
2015-01-04 5:00,-0.8,0,0.3,93,0,0,0,8,0
2015-01-04 6:00,-0.7,0,0.7,93,0,0,0,8,0
2015-01-04 7:00,-1.2,0,0.1,93,0,0,0,8,0
2015-01-04 8:00,-2,0,0.1,93,0,0,0,7,0
2015-01-04 9:00,0.2,0,0.1,93,0.2,0.13,0,6,23
2015-01-04 10:00,3.3,0,0.5,91,0,0.63,0,3,108
2015-01-04 11:00,5.7,0,1.7,80,0,0.97,0,0,212
2015-01-04 12:00,7.2,0,2.4,77,0,1.26,0,2,385
2015-01-04 13:00,8.4,0,2.2,76,0,1.35,0,2,321
2015-01-04 14:00,8.4,0,2.8,70,0,1.44,0,2,340
2015-01-04 15:00,8.6,0,2.6,73,0,1.04,0,0,313
2015-01-04 16:00,7.9,0,2.9,75,0,0.69,0,3,177
2015-01-04 17:00,6.2,0,1.5,84,0.6,0.26,0,0,57
2015-01-04 18:00,3.4,0,0.8,91,0,0.02,0,0,0
2015-01-04 19:00,2.5,0,0.3,93,0,0,0,0,0
2015-01-04 20:00,0.8,0,0.2,93,0,0,0,0,0
2015-01-04 21:00,0.8,0,0.6,93,0,0,0,0,0
2015-01-04 22:00,-1.3,0,0.5,93,0,0,0,0,0
2015-01-04 23:00,-2.9,0,0.4,93,0,0,0,0,0
2015-01-05 0:00,-3,0,0.2,93,0,0,0,0,0
2015-01-05 1:00,-3,0,0.2,93,0,0,0,10,0
2015-01-05 2:00,-1.2,0,0.6,93,0,0,0,10,0
2015-01-05 3:00,-0.9,0,0.9,93,0,0,0,10,0
2015-01-05 4:00,-0.7,0,0,93,0,0,0,10,0
2015-01-05 5:00,-1.5,0,0.5,93,0,0,0,10,0
2015-01-05 6:00,-1.8,0,0.4,93,0,0,0,10,0
2015-01-05 7:00,-1.6,0,0.6,93,0,0,0,10,0
2015-01-05 8:00,-1.7,0,0,93,0,0,0,3,0
2015-01-05 9:00,-0.2,0,0.3,93,0.5,0.17,0,3,9
2015-01-05 10:00,2.4,0,0.9,93,1,0.56,0,3,116
2015-01-05 11:00,4.8,0,0.5,93,1,0.86,0,3,278
2015-01-05 12:00,6.8,0,1.6,74,0.8,0.95,0,7,291
2015-01-05 13:00,9.2,0,1,62,0.5,1.11,0,7,273
2015-01-05 14:00,9.6,0,0.7,56,0.6,0.96,0,8,304
2015-01-05 15:00,10.2,0,2.1,48,0.5,0.84,0,8,184
2015-01-05 16:00,8.3,0,1.5,62,0.4,0.43,0,8,128
2015-01-05 17:00,7.2,0,0.2,61,0,0.13,0,10,18
2015-01-05 18:00,7,0,1.1,64,0,0,0,10,0
2015-01-05 19:00,6.7,0,1.6,67,0,0,0,10,0
2015-01-05 20:00,7.2,0,1,59,0,0,0,10,0
2015-01-05 21:00,6.8,0,2.9,67,0,0,0,10,0
2015-01-05 22:00,4.8,0,1.5,87,0,0,0,10,0
2015-01-05 23:00,4.6,0,1.7,92,0,0,0,10,0
2015-01-06 0:00,4.1,2.4,2.9,93,0,0,0,10,0
2015-01-06 1:00,3.8,0,1.2,93,0,0,0,0,0
2015-01-06 2:00,3.6,0,1,93,0,0,0,0,0
2015-01-06 3:00,3.6,2.8,4.9,93,0,0,0,0,0
2015-01-06 4:00,3,0,3.6,93,0,0,0,0,0
2015-01-06 5:00,2.6,0,3.5,92,0,0,0,0,0
2015-01-06 6:00,1.3,0.2,6.3,88,0,0,0,8,0
2015-01-06 7:00,0.1,0,5.4,82,0,0,0,8,0
2015-01-06 8:00,-1.1,0,6.2,78,0,0,0,7,0
2015-01-06 9:00,-1.4,0,5.2,68,0.3,0.14,0,3,27
2015-01-06 10:00,-1.3,0,6.2,57,0,0.74,0,0,176
2015-01-06 11:00,-1.1,0,5.1,57,0,1.19,0,0,316
2015-01-06 12:00,-0.7,0,5.7,52,0,1.51,0,0,419
2015-01-06 13:00,-1,0,5.3,49,0,1.65,0,0,466
2015-01-06 14:00,-0.3,0,5.5,47,0,1.6,0,0,447
2015-01-06 15:00,-0.6,0,4.9,43,0,1.37,0,0,367
2015-01-06 16:00,-1.3,0,5,46,0,0.94,0,0,218
2015-01-06 17:00,-2.3,0,4.1,50,0,0.41,0,2,60
2015-01-06 18:00,-2.8,0,4.3,57,0.2,0.02,0,2,0
2015-01-06 19:00,-3,0,3.3,58,0,0,0,0,0
2015-01-06 20:00,-3.2,0,4.1,60,0,0,0,0,0
2015-01-06 21:00,-3.6,0,4.4,54,0,0,0,3,0
2015-01-06 22:00,-4,0,4.4,48,0,0,0,0,0
2015-01-06 23:00,-4,0,4.2,48,0,0,0,0,0
2015-01-07 0:00,-4.1,0,3.1,50,0,0,0,3,0
2015-01-07 1:00,-4.2,0,3,49,0,0,0,0,0
2015-01-07 2:00,-4.3,0,1.7,50,0,0,0,0,0
2015-01-07 3:00,-4.4,0,2.2,51,0,0,0,0,0
2015-01-07 4:00,-4.4,0,2.4,46,0,0,0,2,0
2015-01-07 5:00,-4.5,0,2.1,46,0,0,0,2,0
2015-01-07 6:00,-5.5,0,0.4,56,0,0,0,0,0
2015-01-07 7:00,-4.2,0,3.7,46,0,0,0,0,0
2015-01-07 8:00,-4.1,0,3.5,45,0,0,0,3,0
2015-01-07 9:00,-3.2,0,2.5,47,0.7,0.19,0,2,30
2015-01-07 10:00,-2,0,4.8,44,1,0.75,0,2,174
2015-01-07 11:00,-1.6,0,6.2,41,1,1.2,0,2,316
2015-01-07 12:00,-0.9,0,4.6,43,1,1.5,0,2,410
2015-01-07 13:00,-0.5,0,4,43,1,1.62,0,2,450
2015-01-07 14:00,-0.7,0,4.6,43,1,1.56,0,0,433
2015-01-07 15:00,-0.7,0,5,46,1,1.32,0,0,352
2015-01-07 16:00,-0.8,0,3.7,46,1,0.93,0,2,200
2015-01-07 17:00,-1.5,0,2.2,50,1,0.43,0,4,58
2015-01-07 18:00,-2.3,0,1.5,54,0.3,0.04,0,4,0
2015-01-07 19:00,-2.9,0,1,57,0,0,0,0,0
2015-01-07 20:00,-3.5,0,1,62,0,0,0,0,0
2015-01-07 21:00,-3.2,0,1.4,64,0,0,0,3,0
2015-01-07 22:00,-4.2,0,0.5,62,0,0,0,0,0
2015-01-07 23:00,-5.5,0,1.2,72,0,0,0,0,0
2015-01-08 0:00,-4.7,0,1,69,0,0,0,0,0
2015-01-08 1:00,-6.5,0,0,74,0,0,0,0,0
2015-01-08 2:00,-7.9,0,0.1,82,0,0,0,0,0
2015-01-08 3:00,-8.2,0,0.6,83,0,0,0,0,0
2015-01-08 4:00,-8.7,0,0.1,85,0,0,0,0,0
2015-01-08 5:00,-8.9,0,0.4,88,0,0,0,0,0
2015-01-08 6:00,-9.4,0,0,88,0,0,0,0,0
2015-01-08 7:00,-9.5,0,0.2,89,0,0,0,0,0
2015-01-08 8:00,-9.4,0,0,89,0,0,0,0,0
2015-01-08 9:00,-6.9,0,0.2,87,0.7,0.31,0,0,32
2015-01-08 10:00,-3,0,0.6,75,1,0.83,0,0,168
2015-01-08 11:00,-1.6,0,0.9,63,1,1.4,0,0,297
2015-01-08 12:00,0.1,0,2.8,52,1,1.55,0,0,394
2015-01-08 13:00,0.6,0,3.9,46,1,1.61,0,0,431
2015-01-08 14:00,1.2,0,3.6,48,1,1.54,0,0,413
2015-01-08 15:00,1.4,0,3.5,46,1,1.29,0,0,342
2015-01-08 16:00,1.1,0,4.1,56,1,0.89,0,0,206
2015-01-08 17:00,-0.2,0,2.6,70,1,0.4,0,0,64
2015-01-08 18:00,-1.6,0,0.3,79,0.3,0.03,0,0,0
2015-01-08 19:00,-2,0,1.4,84,0,0,0,0,0
2015-01-08 20:00,-3.4,0,0.4,85,0,0,0,0,0
2015-01-08 21:00,-3.7,0,0.2,91,0,0,0,0,0
2015-01-08 22:00,-5.2,0,0.3,93,0,0,0,0,0
2015-01-08 23:00,-5,0,0.8,93,0,0,0,0,0
2015-01-09 0:00,-5.9,0,0.7,93,0,0,0,0,0
2015-01-09 1:00,-5.3,0,0.6,92,0,0,0,0,0
2015-01-09 2:00,-5.4,0,0.3,89,0,0,0,0,0
2015-01-09 3:00,-6.1,0,0.2,91,0,0,0,0,0
2015-01-09 4:00,-6.5,0,0.2,91,0,0,0,0,0
2015-01-09 5:00,-5.4,0,0.8,93,0,0,0,5,0
2015-01-09 6:00,-3.9,0,0.4,89,0,0,0,5,0
2015-01-09 7:00,-3.8,0,0.2,92,0,0,0,7,0
2015-01-09 8:00,-2.5,0,1.3,85,0,0,0,8,0
2015-01-09 9:00,-2.2,0,0.8,88,0,0.05,0,8,0
2015-01-09 10:00,-1.1,0,0.9,87,0,0.22,0,8,50
2015-01-09 11:00,0.9,0,2.1,82,0,0.49,0,8,98
2015-01-09 12:00,1.7,0,2.2,71,0.5,0.92,0,8,208
2015-01-09 13:00,1.4,0,1.7,81,0,0.4,0,8,163
2015-01-09 14:00,2.3,0,2.4,85,0.4,0.86,0,6,319
2015-01-09 15:00,2.2,0,2.6,87,0.9,0.84,0,6,217
2015-01-09 16:00,3,0,2.1,84,1,0.66,0,3,153
2015-01-09 17:00,1.8,0,1.3,87,0.6,0.29,0,3,69
2015-01-09 18:00,-0.2,0,0.7,92,0,0.03,0,2,0
2015-01-09 19:00,-1.6,0,0,93,0,0,0,0,0
2015-01-09 20:00,-2.1,0,0.2,93,0,0,0,0,0
2015-01-09 21:00,-2.5,0,0.6,93,0,0,0,0,0
2015-01-09 22:00,-2,0,0.5,93,0,0,0,0,0
2015-01-09 23:00,-2.7,0,0.5,90,0,0,0,0,0
2015-01-10 0:00,-4,0,0.1,89,0,0,0,0,0
2015-01-10 1:00,-3.3,0,0.4,90,0,0,0,0,0
2015-01-10 2:00,-4.3,0,0.4,87,0,0,0,0,0
2015-01-10 3:00,-5.4,0,0.3,84,0,0,0,0,0
2015-01-10 4:00,-4.9,0,0.6,81,0,0,0,0,0
2015-01-10 5:00,-6,0,0,88,0,0,0,0,0
2015-01-10 6:00,-7,0,0.3,90,0,0,0,0,0
2015-01-10 7:00,-7,0,0,91,0,0,0,0,0
2015-01-10 8:00,-6.6,0,0.2,92,0,0,0,3,0
2015-01-10 9:00,-4.2,0,0.1,91,0.5,0.18,0,2,24
2015-01-10 10:00,-1.7,0,0.3,77,1,0.7,0,0,155
2015-01-10 11:00,2.3,0,2,64,1,1.4,0,0,302
2015-01-10 12:00,4.3,0,2.6,63,1,1.54,0,0,331
2015-01-10 13:00,5.1,0,3.9,61,1,1.6,0,2,433
2015-01-10 14:00,6.3,0,3.8,60,0.9,1.29,0,3,428
2015-01-10 15:00,5.6,0,4.1,53,0.9,1.13,0,3,370
2015-01-10 16:00,5.4,0,4.1,59,0.9,0.8,0,3,213
2015-01-10 17:00,4.1,0,2.6,65,1,0.37,0,2,60
2015-01-10 18:00,1.5,0,0.9,73,0.2,0.03,0,0,1
2015-01-10 19:00,-0.2,0,0.3,83,0,0,0,0,0
2015-01-10 20:00,-1.3,0,0.4,86,0,0,0,0,0
2015-01-10 21:00,-2,0,0,92,0,0,0,0,0
2015-01-10 22:00,-1.9,0,1.2,93,0,0,0,0,0
2015-01-10 23:00,1.5,0,2.6,86,0,0,0,0,0
2015-01-11 0:00,2.2,0,3.2,82,0,0,0,0,0
2015-01-11 1:00,2,0,2.6,82,0,0,0,0,0
2015-01-11 2:00,2.3,0,2.2,84,0,0,0,0,0
2015-01-11 3:00,2.1,0,1.9,86,0,0,0,0,0
2015-01-11 4:00,2.3,0,1.2,90,0,0,0,8,0
2015-01-11 5:00,4.1,0,2.4,88,0,0,0,8,0
2015-01-11 6:00,3.9,0,4.5,75,0,0,0,4,0
2015-01-11 7:00,2.9,0,4.2,81,0,0,0,2,0
2015-01-11 8:00,1.3,0,4,70,0,0,0,2,0
2015-01-11 9:00,1.2,0,5.8,69,0.5,0.17,0,2,19
2015-01-11 10:00,1.3,0,5.8,58,0,0.71,0,0,154
2015-01-11 11:00,1.7,0,5.7,54,0,1.19,0,2,271
2015-01-11 12:00,2.1,0,5.5,53,0,1.51,0,0,400
2015-01-11 13:00,1.9,0,6,56,0,1.64,0,0,450
2015-01-11 14:00,2.5,0,5,57,0,1.56,0,0,421
2015-01-11 15:00,1.9,0,5.7,56,0,1.31,0,0,340
2015-01-11 16:00,1.8,0,4.2,56,0,0.92,0,0,209
2015-01-11 17:00,1.2,0,4.4,55,0,0.41,0,0,73
2015-01-11 18:00,0,0,2.2,60,0.3,0.04,0,0,0
2015-01-11 19:00,0.2,0,2.7,57,0,0,0,0,0
2015-01-11 20:00,-0.4,0,2.3,57,0,0,0,0,0
2015-01-11 21:00,-0.9,0,3.9,60,0,0,0,0,0
2015-01-11 22:00,-1.3,0,3.3,55,0,0,0,0,0
2015-01-11 23:00,-1.7,0,2.5,55,0,0,0,0,0
2015-01-12 0:00,-1.6,0,3.5,54,0,0,0,0,0
2015-01-12 1:00,-1.8,0,3,53,0,0,0,0,0
2015-01-12 2:00,-2.8,0,1.2,56,0,0,0,0,0
2015-01-12 3:00,-2.7,0,1.7,53,0,0,0,0,0
2015-01-12 4:00,-3.1,0,2.7,52,0,0,0,0,0
2015-01-12 5:00,-4,0,1.7,54,0,0,0,0,0
2015-01-12 6:00,-4.8,0,1,53,0,0,0,0,0
2015-01-12 7:00,-5.6,0,1.1,60,0,0,0,0,0
2015-01-12 8:00,-7.1,0,0.7,70,0,0,0,0,0
2015-01-12 9:00,-4.5,0,0.3,59,0.7,0.23,0,0,33
2015-01-12 10:00,-2.7,0,1.7,48,1,0.73,0,0,164
2015-01-12 11:00,-1.5,0,1.4,38,1,1.17,0,0,294
2015-01-12 12:00,0.1,0,1.3,35,1,1.47,0,0,382
2015-01-12 13:00,1.1,0,1.7,35,1,1.59,0,0,430
2015-01-12 14:00,2.1,0,1.2,33,1,1.52,0,0,413
2015-01-12 15:00,2.4,0,1.6,29,1,1.3,0,0,336
2015-01-12 16:00,1.8,0,2.5,42,1,0.88,0,0,203
2015-01-12 17:00,0.5,0,2.6,50,1,0.4,0,0,76
2015-01-12 18:00,-1.3,0,1.4,59,0.3,0.04,0,0,1
2015-01-12 19:00,-2.5,0,1.4,65,0,0,0,0,0
2015-01-12 20:00,-3.1,0,0.9,66,0,0,0,0,0
2015-01-12 21:00,-3.3,0,1.2,67,0,0,0,0,0
2015-01-12 22:00,-5.6,0,0.4,80,0,0,0,0,0
2015-01-12 23:00,-6.2,0,0.4,82,0,0,0,0,0
2015-01-13 0:00,-6.8,0,0.7,85,0,0,0,0,0
2015-01-13 1:00,-6.8,0,0.5,85,0,0,0,0,0
2015-01-13 2:00,-7.1,0,0.3,88,0,0,0,0,0
2015-01-13 3:00,-7.4,0,0.9,88,0,0,0,0,0
2015-01-13 4:00,-7.9,0,0.8,86,0,0,0,0,0
2015-01-13 5:00,-7.9,0,0.5,86,0,0,0,0,0
2015-01-13 6:00,-6.2,0,0.3,77,0,0,0,7,0
2015-01-13 7:00,-7.5,0,0.4,85,0,0,0,4,0
2015-01-13 8:00,-7.6,0,0.9,84,0,0,0,3,0
2015-01-13 9:00,-3.9,0,0.2,81,0.7,0.34,0,3,15
2015-01-13 10:00,-0.1,0,0.9,58,1,0.91,0,5,160
2015-01-13 11:00,1.2,0,0.3,52,0.9,0.89,0,6,271
2015-01-13 12:00,3.4,0,0.7,39,0.8,0.97,0,7,349
2015-01-13 13:00,4.9,0,0.7,33,0.9,1.31,0,6,381
2015-01-13 14:00,5.8,0,1.5,36,0.8,1.04,0,6,308
2015-01-13 15:00,5.6,0,1.2,39,1,1.07,0,6,236
2015-01-13 16:00,5.5,0,1.4,40,0.8,0.75,0,6,178
2015-01-13 17:00,4.6,0,0.4,45,0,0.23,0,6,59
2015-01-13 18:00,2.6,0,0.4,55,0,0.01,0,6,0
2015-01-13 19:00,2.1,0,0.9,58,0,0,0,0,0
2015-01-13 20:00,0.6,0,0.4,66,0,0,0,0,0
2015-01-13 21:00,-0.1,0,0.6,68,0,0,0,7,0
2015-01-13 22:00,0.5,0,1.6,67,0,0,0,0,0
2015-01-13 23:00,0.5,0,1.5,73,0,0,0,0,0
2015-01-14 0:00,0.4,0,1.7,71,0,0,0,8,0
2015-01-14 1:00,1,0,1.5,68,0,0,0,0,0
2015-01-14 2:00,1,0,1.2,66,0,0,0,0,0
2015-01-14 3:00,0.9,0,1.1,67,0,0,0,8,0
2015-01-14 4:00,0.6,0,0.4,71,0,0,0,8,0
2015-01-14 5:00,0.4,0,0.9,70,0,0,0,8,0
2015-01-14 6:00,0.7,0,0.7,69,0,0,0,8,0
2015-01-14 7:00,0.7,0,0.4,70,0,0,0,8,0
2015-01-14 8:00,0.7,0,0.5,76,0,0,0,8,0
2015-01-14 9:00,1.3,0,0.4,70,0,0.06,0,8,0
2015-01-14 10:00,2.4,0,0.9,64,0,0.19,0,10,43
2015-01-14 11:00,2.6,0,1.9,65,0,0.24,0,10,78
2015-01-14 12:00,3.9,0,2.4,61,0,0.41,0,10,146
2015-01-14 13:00,4.9,0,2.3,59,0,0.68,0,10,223
2015-01-14 14:00,5.1,0,1.7,52,0,0.49,0,10,175
2015-01-14 15:00,4.8,0,1.8,45,0,0.31,0,10,58
2015-01-14 16:00,4.5,0,1.9,46,0,0.2,0,10,44
2015-01-14 17:00,3.9,0,2.8,45,0,0.07,0,10,2
2015-01-14 18:00,3.3,0,2.8,50,0,0,0,10,0
2015-01-14 19:00,3,0,1.5,59,0,0,0,0,0
2015-01-14 20:00,2.6,0,2.2,61,0,0,0,0,0
2015-01-14 21:00,2.6,0,0.9,60,0,0,0,10,0
2015-01-14 22:00,2.1,0,0.9,63,0,0,0,0,0
2015-01-14 23:00,2.2,0,1.2,66,0,0,0,0,0
2015-01-15 0:00,2.2,0,1.3,67,0,0,0,10,0
2015-01-15 1:00,2.4,0,2.1,64,0,0,0,0,0
2015-01-15 2:00,2.1,0,0.5,67,0,0,0,0,0
2015-01-15 3:00,2.2,0,0.9,72,0,0,0,8,0
2015-01-15 4:00,2.3,0,2.5,73,0,0,0,7,0
2015-01-15 5:00,1.9,0,1.4,67,0,0,0,7,0
2015-01-15 6:00,1.9,0,1.7,64,0,0,0,6,0
2015-01-15 7:00,1.6,0,2.5,66,0,0,0,7,0
2015-01-15 8:00,1.5,0,1,66,0,0,0,8,0
2015-01-15 9:00,2.4,0,1.3,69,0,0.13,0,8,24
2015-01-15 10:00,3.5,0,0.8,68,0,0.39,0,8,89
2015-01-15 11:00,4.1,0,1.6,62,0.4,0.62,0,5,198
2015-01-15 12:00,5.8,0,2.4,54,0.8,1.18,0,5,308
2015-01-15 13:00,7.1,0,0.9,51,1,1.49,0,3,407
2015-01-15 14:00,7.8,0,1.7,45,1,1.43,0,0,391
2015-01-15 15:00,7.8,0,3,45,1,1.2,0,0,324
2015-01-15 16:00,6.9,0,3.2,43,1,0.82,0,0,194
2015-01-15 17:00,5.3,0,1.9,41,1,0.37,0,0,72
2015-01-15 18:00,3.3,0,2.6,59,0.2,0.04,0,0,2
2015-01-15 19:00,0.9,0,0.4,74,0,0,0,0,0
2015-01-15 20:00,-0.9,0,0.2,83,0,0,0,0,0
2015-01-15 21:00,-1.2,0,0.3,86,0,0,0,0,0
2015-01-15 22:00,-1.6,0,0.3,91,0,0,0,0,0
2015-01-15 23:00,-2.6,0,0.1,92,0,0,0,0,0
2015-01-16 0:00,-1.7,0,0.3,93,0,0,0,0,0
2015-01-16 1:00,-1,0,0.3,93,0,0,0,0,0
2015-01-16 2:00,-0.2,0,0.2,93,0,0,0,0,0
2015-01-16 3:00,0.3,0,0.3,93,0,0,0,0,0
2015-01-16 4:00,1.6,0,0.9,92,0,0,0,3,0
2015-01-16 5:00,0.8,0,0.5,93,0,0,0,7,0
2015-01-16 6:00,1.1,0,0.1,93,0,0,0,7,0
2015-01-16 7:00,1.1,0,0.1,93,0,0,0,7,0
2015-01-16 8:00,2.4,0,1.6,91,0,0,0,0,0
2015-01-16 9:00,2.5,0,1.7,86,0,0,0,0,0
2015-01-16 10:00,2.5,0,2.5,90,0,0.01,0,0,0
2015-01-16 11:00,2.3,0,2,93,0,0.16,0,0,34
2015-01-16 12:00,3.7,0.5,5.4,73,0.6,0.8,0,8,164
2015-01-16 13:00,3,0,6.1,67,0.4,0.66,0,0,179
2015-01-16 14:00,1.9,0,3.1,86,0,0.12,0,0,26
2015-01-16 15:00,1.9,0,4.9,91,0,0.11,0,0,17
2015-01-16 16:00,2.5,0,4.3,78,0,0.32,0,8,54
2015-01-16 17:00,2.3,0,3.9,77,0,0.13,0,0,10
2015-01-16 18:00,2.1,0,3.8,76,0,0.02,0,0,0
2015-01-16 19:00,2.1,0,4.6,75,0,0,0,0,0
2015-01-16 20:00,2.1,0,6.9,72,0,0,0,0,0
2015-01-16 21:00,1.6,0,5.6,72,0,0,0,0,0
2015-01-16 22:00,1.1,0,5.7,68,0,0,0,0,0
2015-01-16 23:00,0.5,0,4.2,70,0,0,0,0,0
2015-01-17 0:00,-0.1,0,6,65,0,0,0,0,0
2015-01-17 1:00,-0.7,0,5.2,66,0,0,0,0,0
2015-01-17 2:00,-1.4,0,5.8,65,0,0,0,0,0
2015-01-17 3:00,-2.3,0,4.6,67,0,0,0,3,0
2015-01-17 4:00,-2.3,0,4.8,68,0,0,0,0,0
2015-01-17 5:00,-3.1,0,4.3,67,0,0,0,0,0
2015-01-17 6:00,-3.6,0,3,70,0,0,0,0,0
2015-01-17 7:00,-3.5,0,3.1,65,0,0,0,0,0
2015-01-17 8:00,-3.7,0,3,62,0,0,0,0,0
2015-01-17 9:00,-2.7,0,3.8,52,0.8,0.25,0,0,22
2015-01-17 10:00,-2.1,0,4.5,51,0,0.79,0,0,138
2015-01-17 11:00,-1.4,0,4.9,51,0,1.25,0,0,256
2015-01-17 12:00,-0.5,0,4.8,50,0,1.56,0,0,338
2015-01-17 13:00,0.4,0,4.1,53,0,1.69,0,0,374
2015-01-17 14:00,-0.1,0,4.7,49,0,1.62,0,0,360
2015-01-17 15:00,0.4,0,3.9,50,0,1.42,0,0,302
2015-01-17 16:00,0.2,0,3.7,52,0,1.01,0,0,192
2015-01-17 17:00,-0.4,0,2.7,55,0,0.49,0,0,68
2015-01-17 18:00,-1.6,0,0.6,60,0.3,0.06,0,0,1
2015-01-17 19:00,-3,0,0.5,71,0,0,0,0,0
2015-01-17 20:00,-3.4,0,1.9,73,0,0,0,0,0
2015-01-17 21:00,-4.9,0,0.3,81,0,0,0,0,0
